# Inverse Perspective Mapping -- 3-D camera-frame coordinates
# Camera: height=1.70 m, pitch=15.0 deg (down)
# Intrinsics: fx=fy=1080.0 px, cx=960.0, cy=540.0
# Image: 1920 x 1080
# Format: pixel_u  pixel_v  Xc(m)  Yc(m)  Zc(m)
#
  957    269    -0.28718   -25.94226   103.38612
  958    269    -0.19146   -25.94226   103.38612
  959    269    -0.09573   -25.94226   103.38612
  960    269     0.00000   -25.94226   103.38612
  957    270    -0.27237   -24.51321    98.05285
  958    270    -0.18158   -24.51321    98.05285
  959    270    -0.09079   -24.51321    98.05285
  960    270     0.00000   -24.51321    98.05285
  961    270     0.09079   -24.51321    98.05285
  956    271    -0.34534   -23.22437    93.24283
  957    271    -0.25901   -23.22437    93.24283
  960    271     0.00000   -23.22437    93.24283
  961    271     0.08634   -23.22437    93.24283
  956    272    -0.32920   -22.05607    88.88266
  957    272    -0.24690   -22.05607    88.88266
  958    272    -0.16460   -22.05607    88.88266
  959    272    -0.08230   -22.05607    88.88266
  960    272     0.00000   -22.05607    88.88266
  961    272     0.08230   -22.05607    88.88266
  957    273    -0.23587   -20.99215    84.91205
  958    273    -0.15724   -20.99215    84.91205
  959    273    -0.07862   -20.99215    84.91205
  960    273     0.00000   -20.99215    84.91205
  961    273     0.07862   -20.99215    84.91205
  958    274    -0.15052   -20.01921    81.28102
  959    274    -0.07526   -20.01921    81.28102
 1844    275    63.80172   -19.12608    77.94780
 1845    275    63.87389   -19.12608    77.94780
 1846    275    63.94607   -19.12608    77.94780
 1847    275    64.01824   -19.12608    77.94780
 1843    276    61.21904   -18.30331    74.87719
 1844    276    61.28837   -18.30331    74.87719
 1845    276    61.35770   -18.30331    74.87719
 1846    276    61.42703   -18.30331    74.87719
 1847    276    61.49636   -18.30331    74.87719
 1848    276    61.56569   -18.30331    74.87719
 1843    277    58.89883   -17.54291    72.03934
 1844    277    58.96553   -17.54291    72.03934
 1845    277    59.03223   -17.54291    72.03934
 1846    277    59.09894   -17.54291    72.03934
 1847    277    59.16564   -17.54291    72.03934
 1848    277    59.23234   -17.54291    72.03934
 1843    278    56.74807   -16.83804    69.40873
 1844    278    56.81233   -16.83804    69.40873
 1845    278    56.87660   -16.83804    69.40873
 1847    278    57.00514   -16.83804    69.40873
 1848    278    57.06940   -16.83804    69.40873
 1843    279    54.74885   -16.18284    66.96348
 1844    279    54.81085   -16.18284    66.96348
 1845    279    54.87286   -16.18284    66.96348
