# Inverse Perspective Mapping -- 3-D camera-frame coordinates
# Camera: height=1.70 m, pitch=15.0 deg (down)
# Intrinsics: fx=fy=1080.0 px, cx=960.0, cy=540.0
# Image: 1920 x 1080
# Format: pixel_u  pixel_v  Xc(m)  Yc(m)  Zc(m)
#
 1721    261   128.96681   -47.28218   183.02780
 1722    261   129.13628   -47.28218   183.02780
 1723    261   129.30575   -47.28218   183.02780
 1724    261   129.47522   -47.28218   183.02780
 1725    261   129.64469   -47.28218   183.02780
 1726    261   129.81416   -47.28218   183.02780
 1727    261   129.98363   -47.28218   183.02780
 1728    261   130.15310   -47.28218   183.02780
 1721    262   117.63915   -42.97462   166.95175
 1722    262   117.79374   -42.97462   166.95175
 1723    262   117.94832   -42.97462   166.95175
 1724    262   118.10291   -42.97462   166.95175
 1726    262   118.41208   -42.97462   166.95175
 1727    262   118.56666   -42.97462   166.95175
 1728    262   118.72125   -42.97462   166.95175
 1721    263   108.14073   -39.36266   153.47174
 1722    263   108.28284   -39.36266   153.47174
 1723    263   108.42494   -39.36266   153.47174
 1724    263   108.56704   -39.36266   153.47174
 1725    263   108.70915   -39.36266   153.47174
 1726    263   108.85125   -39.36266   153.47174
 1727    263   108.99335   -39.36266   153.47174
 1728    263   109.13546   -39.36266   153.47174
 1722    264   100.19305   -36.29040   142.00590
 1723    264   100.32454   -36.29040   142.00590
 1724    264   100.45602   -36.29040   142.00590
 1725    264   100.58751   -36.29040   142.00590
 1726    264   100.71900   -36.29040   142.00590
 1727    264   100.85048   -36.29040   142.00590
 1728    264   100.98197   -36.29040   142.00590
 1723    265    93.35035   -33.64528   132.13418
 1724    265    93.47270   -33.64528   132.13418
 1725    265    93.59504   -33.64528   132.13418
 1726    265    93.71739   -33.64528   132.13418
 1727    265    93.83974   -33.64528   132.13418
 1860    280    53.90389   -15.57223    64.68466
 1861    280    53.96378   -15.57223    64.68466
 1862    280    54.02367   -15.57223    64.68466
 1860    281    52.12986   -15.00182    62.55584
 1861    281    52.18779   -15.00182    62.55584
 1862    281    52.24571   -15.00182    62.55584
 1863    281    52.30363   -15.00182    62.55584
 1864    281    52.36155   -15.00182    62.55584
 1865    281    52.41947   -15.00182    62.55584
 1860    282    50.46889   -14.46775    60.56267
 1861    282    50.52497   -14.46775    60.56267
 1864    282    50.69320   -14.46775    60.56267
 1865    282    50.74927   -14.46775    60.56267
