# Inverse Perspective Mapping -- 3-D camera-frame coordinates
# Camera: height=1.70 m, pitch=15.0 deg (down)
# Intrinsics: fx=fy=1080.0 px, cx=960.0, cy=540.0
# Image: 1920 x 1080
# Format: pixel_u  pixel_v  Xc(m)  Yc(m)  Zc(m)
#
 1789    368    12.42930    -2.57882    16.19257
 1790    368    12.44429    -2.57882    16.19257
 1791    368    12.45928    -2.57882    16.19257
 1263    371     4.42971    -2.47069    15.78905
 1264    371     4.44433    -2.47069    15.78905
 1265    371     4.45895    -2.47069    15.78905
 1790    371    12.13418    -2.47069    15.78905
 1791    371    12.14880    -2.47069    15.78905
 1262    372     4.37871    -2.43584    15.65898
 1265    372     4.42221    -2.43584    15.65898
 1262    373     4.34294    -2.40156    15.53103
 1262    374     4.30774    -2.36783    15.40516
 1269    374     4.40759    -2.36783    15.40516
 1270    374     4.42185    -2.36783    15.40516
 1270    375     4.38630    -2.33464    15.28130
 1271    375     4.40045    -2.33464    15.28130
 1272    375     4.41460    -2.33464    15.28130
 1267    376     4.30921    -2.30199    15.15943
 1271    376     4.36535    -2.30199    15.15943
 1272    376     4.37939    -2.30199    15.15943
 1273    376     4.39343    -2.30199    15.15943
 1267    377     4.27511    -2.26985    15.03948
 1268    377     4.28904    -2.26985    15.03948
 1272    377     4.34474    -2.26985    15.03948
 1273    377     4.35867    -2.26985    15.03948
 1274    377     4.37259    -2.26985    15.03948
 1267    378     4.24155    -2.23821    14.92142
 1268    378     4.25537    -2.23821    14.92142
 1269    378     4.26918    -2.23821    14.92142
 1272    378     4.31063    -2.23821    14.92142
 1273    378     4.32445    -2.23821    14.92142
 1274    378     4.33826    -2.23821    14.92142
 1275    378     4.35208    -2.23821    14.92142
 1276    378     4.36590    -2.23821    14.92142
 1268    379     4.22222    -2.20707    14.80520
 1269    379     4.23593    -2.20707    14.80520
 1270    379     4.24964    -2.20707    14.80520
 1272    379     4.27706    -2.20707    14.80520
 1273    379     4.29077    -2.20707    14.80520
 1274    379     4.30447    -2.20707    14.80520
 1275    379     4.31818    -2.20707    14.80520
 1276    379     4.33189    -2.20707    14.80520
 1268    380     4.18959    -2.17641    14.69077
 1269    380     4.20319    -2.17641    14.69077
 1270    380     4.21679    -2.17641    14.69077
 1271    380     4.23040    -2.17641    14.69077
 1274    380     4.27121    -2.17641    14.69077
 1275    380     4.28481    -2.17641    14.69077
 1276    380     4.29841    -2.17641    14.69077
 1269    381     4.17096    -2.14622    14.57810
 1270    381     4.18445    -2.14622    14.57810
 1271    381     4.19795    -2.14622    14.57810
 1273    381     4.22495    -2.14622    14.57810
 1274    381     4.23845    -2.14622    14.57810
 1275    381     4.25195    -2.14622    14.57810
 1276    381     4.26544    -2.14622    14.57810
 1269    382     4.13921    -2.11649    14.46714
 1270    382     4.15261    -2.11649    14.46714
 1271    382     4.16600    -2.11649    14.46714
 1272    382     4.17940    -2.11649    14.46714
 1273    382     4.19279    -2.11649    14.46714
 1274    382     4.20619    -2.11649    14.46714
 1275    382     4.21958    -2.11649    14.46714
 1279    382     4.27316    -2.11649    14.46714
 1280    382     4.28656    -2.11649    14.46714
 1281    382     4.29996    -2.11649    14.46714
 1282    382     4.31335    -2.11649    14.46714
 1283    382     4.32675    -2.11649    14.46714
 1269    383     4.10794    -2.08721    14.35786
 1270    383     4.12124    -2.08721    14.35786
 1271    383     4.13453    -2.08721    14.35786
 1272    383     4.14783    -2.08721    14.35786
 1273    383     4.16112    -2.08721    14.35786
 1274    383     4.17441    -2.08721    14.35786
 1278    383     4.22759    -2.08721    14.35786
 1279    383     4.24089    -2.08721    14.35786
 1280    383     4.25418    -2.08721    14.35786
 1281    383     4.26747    -2.08721    14.35786
 1282    383     4.28077    -2.08721    14.35786
 1283    383     4.29406    -2.08721    14.35786
 1284    383     4.30736    -2.08721    14.35786
 1285    383     4.32065    -2.08721    14.35786
 1270    384     4.09034    -2.05836    14.25022
 1271    384     4.10353    -2.05836    14.25022
 1272    384     4.11673    -2.05836    14.25022
 1277    384     4.18270    -2.05836    14.25022
 1278    384     4.19590    -2.05836    14.25022
 1279    384     4.20909    -2.05836    14.25022
 1280    384     4.22229    -2.05836    14.25022
 1281    384     4.23548    -2.05836    14.25022
 1282    384     4.24868    -2.05836    14.25022
 1283    384     4.26187    -2.05836    14.25022
 1284    384     4.27507    -2.05836    14.25022
 1285    384     4.28826    -2.05836    14.25022
 1286    384     4.30145    -2.05836    14.25022
 1278    385     4.16467    -2.02995    14.14418
 1279    385     4.17777    -2.02995    14.14418
 1280    385     4.19087    -2.02995    14.14418
 1281    385     4.20396    -2.02995    14.14418
 1282    385     4.21706    -2.02995    14.14418
 1283    385     4.23016    -2.02995    14.14418
 1284    385     4.24325    -2.02995    14.14418
 1285    385     4.25635    -2.02995    14.14418
 1286    385     4.26945    -2.02995    14.14418
 1287    385     4.28254    -2.02995    14.14418
 1278    386     4.13391    -2.00196    14.03970
 1279    386     4.14691    -2.00196    14.03970
 1280    386     4.15991    -2.00196    14.03970
 1282    386     4.18591    -2.00196    14.03970
 1283    386     4.19891    -2.00196    14.03970
 1284    386     4.21191    -2.00196    14.03970
 1285    386     4.22491    -2.00196    14.03970
 1286    386     4.23791    -2.00196    14.03970
 1287    386     4.25091    -2.00196    14.03970
 1274    387     4.05198    -1.97437    13.93676
 1275    387     4.06489    -1.97437    13.93676
 1276    387     4.07779    -1.97437    13.93676
 1277    387     4.09070    -1.97437    13.93676
 1278    387     4.10360    -1.97437    13.93676
 1279    387     4.11651    -1.97437    13.93676
 1280    387     4.12941    -1.97437    13.93676
 1281    387     4.14232    -1.97437    13.93676
 1284    387     4.18103    -1.97437    13.93676
 1285    387     4.19393    -1.97437    13.93676
 1286    387     4.20684    -1.97437    13.93676
 1287    387     4.21974    -1.97437    13.93676
 1288    387     4.23265    -1.97437    13.93676
 1246    388     3.66380    -1.94719    13.83532
 1276    388     4.04811    -1.94719    13.83532
 1277    388     4.06092    -1.94719    13.83532
 1278    388     4.07373    -1.94719    13.83532
 1279    388     4.08654    -1.94719    13.83532
 1280    388     4.09935    -1.94719    13.83532
 1281    388     4.11216    -1.94719    13.83532
 1282    388     4.12497    -1.94719    13.83532
 1285    388     4.16341    -1.94719    13.83532
 1286    388     4.17622    -1.94719    13.83532
 1287    388     4.18903    -1.94719    13.83532
 1288    388     4.20184    -1.94719    13.83532
 1244    389     3.61189    -1.92040    13.73534
 1245    389     3.62460    -1.92040    13.73534
 1246    389     3.63732    -1.92040    13.73534
 1247    389     3.65004    -1.92040    13.73534
 1248    389     3.66276    -1.92040    13.73534
 1278    389     4.04430    -1.92040    13.73534
 1279    389     4.05701    -1.92040    13.73534
 1280    389     4.06973    -1.92040    13.73534
 1281    389     4.08245    -1.92040    13.73534
 1282    389     4.09517    -1.92040    13.73534
 1283    389     4.10788    -1.92040    13.73534
 1284    389     4.12060    -1.92040    13.73534
 1285    389     4.13332    -1.92040    13.73534
 1286    389     4.14604    -1.92040    13.73534
 1287    389     4.15876    -1.92040    13.73534
 1288    389     4.17147    -1.92040    13.73534
 1244    390     3.58597    -1.89400    13.63680
 1245    390     3.59860    -1.89400    13.63680
 1246    390     3.61123    -1.89400    13.63680
 1247    390     3.62385    -1.89400    13.63680
 1248    390     3.63648    -1.89400    13.63680
 1249    390     3.64911    -1.89400    13.63680
 1279    390     4.02791    -1.89400    13.63680
 1280    390     4.04053    -1.89400    13.63680
 1281    390     4.05316    -1.89400    13.63680
 1282    390     4.06579    -1.89400    13.63680
 1283    390     4.07841    -1.89400    13.63680
 1284    390     4.09104    -1.89400    13.63680
 1285    390     4.10367    -1.89400    13.63680
 1286    390     4.11629    -1.89400    13.63680
 1287    390     4.12892    -1.89400    13.63680
 1288    390     4.14155    -1.89400    13.63680
 1243    391     3.54789    -1.86797    13.53966
 1244    391     3.56043    -1.86797    13.53966
 1245    391     3.57297    -1.86797    13.53966
 1247    391     3.59804    -1.86797    13.53966
 1248    391     3.61058    -1.86797    13.53966
 1249    391     3.62311    -1.86797    13.53966
 1281    391     4.02429    -1.86797    13.53966
 1282    391     4.03682    -1.86797    13.53966
 1283    391     4.04936    -1.86797    13.53966
 1284    391     4.06190    -1.86797    13.53966
 1285    391     4.07444    -1.86797    13.53966
 1286    391     4.08697    -1.86797    13.53966
 1287    391     4.09951    -1.86797    13.53966
 1288    391     4.11205    -1.86797    13.53966
 1244    392     3.53525    -1.84231    13.44390
 1245    392     3.54769    -1.84231    13.44390
 1246    392     3.56014    -1.84231    13.44390
 1248    392     3.58504    -1.84231    13.44390
 1249    392     3.59749    -1.84231    13.44390
 1283    392     4.02072    -1.84231    13.44390
 1284    392     4.03317    -1.84231    13.44390
 1285    392     4.04562    -1.84231    13.44390
 1286    392     4.05807    -1.84231    13.44390
 1287    392     4.07051    -1.84231    13.44390
 1244    393     3.51042    -1.81701    13.34948
 1245    393     3.52278    -1.81701    13.34948
 1246    393     3.53514    -1.81701    13.34948
 1247    393     3.54750    -1.81701    13.34948
 1248    393     3.55986    -1.81701    13.34948
 1245    394     3.49821    -1.79207    13.25638
 1246    394     3.51048    -1.79207    13.25638
 1247    394     3.52276    -1.79207    13.25638
 1248    394     3.53503    -1.79207    13.25638
 1255    394     3.62095    -1.79207    13.25638
 1256    394     3.63323    -1.79207    13.25638
 1247    395     3.49836    -1.76746    13.16456
 1254    395     3.58369    -1.76746    13.16456
 1255    395     3.59588    -1.76746    13.16456
 1256    395     3.60807    -1.76746    13.16456
 1257    395     3.62025    -1.76746    13.16456
 1258    395     3.63244    -1.76746    13.16456
 1253    396     3.54693    -1.74320    13.07401
 1254    396     3.55904    -1.74320    13.07401
 1255    396     3.57114    -1.74320    13.07401
 1256    396     3.58325    -1.74320    13.07401
 1257    396     3.59535    -1.74320    13.07401
 1258    396     3.60746    -1.74320    13.07401
 1259    396     3.61956    -1.74320    13.07401
 1253    397     3.52270    -1.71927    12.98470
 1254    397     3.53472    -1.71927    12.98470
 1255    397     3.54675    -1.71927    12.98470
 1256    397     3.55877    -1.71927    12.98470
 1257    397     3.57079    -1.71927    12.98470
 1258    397     3.58282    -1.71927    12.98470
 1259    397     3.59484    -1.71927    12.98470
 1260    397     3.60686    -1.71927    12.98470
 1252    398     3.48686    -1.69566    12.89660
 1253    398     3.49880    -1.69566    12.89660
 1254    398     3.51074    -1.69566    12.89660
 1255    398     3.52268    -1.69566    12.89660
 1257    398     3.54657    -1.69566    12.89660
 1258    398     3.55851    -1.69566    12.89660
 1259    398     3.57045    -1.69566    12.89660
 1260    398     3.58239    -1.69566    12.89660
 1253    399     3.47522    -1.67238    12.80969
 1254    399     3.48708    -1.67238    12.80969
 1255    399     3.49894    -1.67238    12.80969
 1256    399     3.51080    -1.67238    12.80969
 1257    399     3.52266    -1.67238    12.80969
 1258    399     3.53452    -1.67238    12.80969
 1259    399     3.54639    -1.67238    12.80969
 1260    399     3.55825    -1.67238    12.80969
 1253    400     3.45196    -1.64940    12.72394
 1254    400     3.46374    -1.64940    12.72394
 1255    400     3.47552    -1.64940    12.72394
 1256    400     3.48730    -1.64940    12.72394
 1257    400     3.49908    -1.64940    12.72394
 1258    400     3.51086    -1.64940    12.72394
 1259    400     3.52265    -1.64940    12.72394
 1260    400     3.53443    -1.64940    12.72394
 1254    401     3.44071    -1.62673    12.63933
 1255    401     3.45241    -1.62673    12.63933
 1256    401     3.46411    -1.62673    12.63933
 1257    401     3.47582    -1.62673    12.63933
 1258    401     3.48752    -1.62673    12.63933
 1259    401     3.49922    -1.62673    12.63933
 1255    402     3.42960    -1.60436    12.55584
 1256    402     3.44123    -1.60436    12.55584
 1257    402     3.45286    -1.60436    12.55584
 1258    402     3.46448    -1.60436    12.55584
 1335    427     3.74175    -1.12751    10.77623
 1336    428     3.73058    -1.11124    10.71548
 1333    429     3.68006    -1.09514    10.65541
 1336    429     3.70966    -1.09514    10.65541
 1334    430     3.66936    -1.07922    10.59601
 1335    430     3.67917    -1.07922    10.59601
 1357    445     3.59445    -0.86013     9.77836
 1358    445     3.60351    -0.86013     9.77836
 1359    445     3.61256    -0.86013     9.77836
 1360    445     3.62161    -0.86013     9.77836
 1357    446     3.57605    -0.84672     9.72831
 1358    446     3.58506    -0.84672     9.72831
 1359    446     3.59407    -0.84672     9.72831
 1360    446     3.60308    -0.84672     9.72831
 1361    446     3.61209    -0.84672     9.72831
 1356    447     3.54888    -0.83345     9.67877
 1357    447     3.55785    -0.83345     9.67877
 1358    447     3.56681    -0.83345     9.67877
 1360    447     3.58473    -0.83345     9.67877
 1361    447     3.59369    -0.83345     9.67877
 1356    448     3.53090    -0.82031     9.62974
 1357    448     3.53982    -0.82031     9.62974
 1358    448     3.54874    -0.82031     9.62974
 1360    448     3.56657    -0.82031     9.62974
 1361    448     3.57549    -0.82031     9.62974
 1357    449     3.52198    -0.80730     9.58120
 1358    449     3.53085    -0.80730     9.58120
 1359    449     3.53972    -0.80730     9.58120
 1362    449     3.56633    -0.80730     9.58120
 1363    449     3.57521    -0.80730     9.58120
 1357    450     3.50431    -0.79443     9.53314
 1358    450     3.51314    -0.79443     9.53314
 1359    450     3.52197    -0.79443     9.53314
 1363    450     3.55727    -0.79443     9.53314
 1364    450     3.56610    -0.79443     9.53314
 1360    451     3.51317    -0.78168     9.48557
 1361    451     3.52196    -0.78168     9.48557
 1364    451     3.54831    -0.78168     9.48557
 1368    451     3.58344    -0.78168     9.48557
 1369    451     3.59222    -0.78168     9.48557
 1370    451     3.60100    -0.78168     9.48557
 1360    452     3.49573    -0.76906     9.43847
 1361    452     3.50447    -0.76906     9.43847
 1362    452     3.51321    -0.76906     9.43847
 1363    452     3.52195    -0.76906     9.43847
 1364    452     3.53069    -0.76906     9.43847
 1367    452     3.55690    -0.76906     9.43847
 1368    452     3.56564    -0.76906     9.43847
 1369    452     3.57438    -0.76906     9.43847
 1370    452     3.58312    -0.76906     9.43847
 1371    452     3.59186    -0.76906     9.43847
 1372    452     3.60060    -0.76906     9.43847
 1361    453     3.48715    -0.75656     9.39183
 1362    453     3.49585    -0.75656     9.39183
 1363    453     3.50454    -0.75656     9.39183
 1364    453     3.51324    -0.75656     9.39183
 1367    453     3.53933    -0.75656     9.39183
 1368    453     3.54803    -0.75656     9.39183
 1369    453     3.55672    -0.75656     9.39183
 1370    453     3.56542    -0.75656     9.39183
 1371    453     3.57411    -0.75656     9.39183
 1372    453     3.58281    -0.75656     9.39183
 1375    453     3.60890    -0.75656     9.39183
 1376    453     3.61759    -0.75656     9.39183
 1377    453     3.62629    -0.75656     9.39183
 1378    453     3.63499    -0.75656     9.39183
 1366    454     3.51327    -0.74419     9.34565
 1367    454     3.52193    -0.74419     9.34565
 1368    454     3.53058    -0.74419     9.34565
 1371    454     3.55654    -0.74419     9.34565
 1372    454     3.56519    -0.74419     9.34565
