# Inverse Perspective Mapping -- 3-D camera-frame coordinates
# Camera: height=1.70 m, pitch=15.0 deg (down)
# Intrinsics: fx=fy=1080.0 px, cx=960.0, cy=540.0
# Image: 1920 x 1080
# Format: pixel_u  pixel_v  Xc(m)  Yc(m)  Zc(m)
#
 1768    261   136.93191   -47.28218   183.02780
 1769    261   137.10138   -47.28218   183.02780
 1770    261   137.27085   -47.28218   183.02780
 1771    261   137.44032   -47.28218   183.02780
 1772    261   137.60979   -47.28218   183.02780
 1773    261   137.77926   -47.28218   183.02780
 1774    261   137.94873   -47.28218   183.02780
 1768    262   124.90465   -42.97462   166.95175
 1769    262   125.05923   -42.97462   166.95175
 1770    262   125.21382   -42.97462   166.95175
 1771    262   125.36840   -42.97462   166.95175
 1772    262   125.52299   -42.97462   166.95175
 1773    262   125.67757   -42.97462   166.95175
 1769    263   114.96170   -39.36266   153.47174
 1770    263   115.10380   -39.36266   153.47174
 1771    263   115.24591   -39.36266   153.47174
 1772    263   115.38801   -39.36266   153.47174
 1673    265    87.23303   -33.64528   132.13418
 1674    265    87.35537   -33.64528   132.13418
 1675    265    87.47772   -33.64528   132.13418
 1676    265    87.60007   -33.64528   132.13418
 1677    265    87.72241   -33.64528   132.13418
 1678    265    87.84476   -33.64528   132.13418
 1679    265    87.96711   -33.64528   132.13418
 1672    266    81.44868   -31.34401   123.54574
 1673    266    81.56307   -31.34401   123.54574
 1674    266    81.67746   -31.34401   123.54574
 1675    266    81.79186   -31.34401   123.54574
 1676    266    81.90625   -31.34401   123.54574
 1677    266    82.02065   -31.34401   123.54574
 1678    266    82.13504   -31.34401   123.54574
 1679    266    82.24944   -31.34401   123.54574
 1680    266    82.36383   -31.34401   123.54574
 1671    267    76.37037   -29.32365   116.00563
 1672    267    76.47779   -29.32365   116.00563
 1673    267    76.58520   -29.32365   116.00563
 1674    267    76.69261   -29.32365   116.00563
 1675    267    76.80002   -29.32365   116.00563
 1676    267    76.90744   -29.32365   116.00563
 1677    267    77.01485   -29.32365   116.00563
 1678    267    77.12226   -29.32365   116.00563
 1679    267    77.22967   -29.32365   116.00563
 1680    267    77.33709   -29.32365   116.00563
 1681    267    77.44450   -29.32365   116.00563
 1670    268    71.87628   -27.53570   109.33294
 1671    268    71.97752   -27.53570   109.33294
 1672    268    72.07875   -27.53570   109.33294
 1673    268    72.17998   -27.53570   109.33294
 1674    268    72.28122   -27.53570   109.33294
 1675    268    72.38245   -27.53570   109.33294
 1676    268    72.48369   -27.53570   109.33294
 1677    268    72.58492   -27.53570   109.33294
 1678    268    72.68616   -27.53570   109.33294
 1679    268    72.78739   -27.53570   109.33294
 1680    268    72.88862   -27.53570   109.33294
 1681    268    72.98986   -27.53570   109.33294
 1682    268    73.09109   -27.53570   109.33294
 1669    269    67.87107   -25.94226   103.38612
 1670    269    67.96680   -25.94226   103.38612
 1671    269    68.06253   -25.94226   103.38612
 1672    269    68.15826   -25.94226   103.38612
 1673    269    68.25399   -25.94226   103.38612
 1674    269    68.34971   -25.94226   103.38612
 1675    269    68.44544   -25.94226   103.38612
 1676    269    68.54117   -25.94226   103.38612
 1677    269    68.63690   -25.94226   103.38612
 1678    269    68.73263   -25.94226   103.38612
 1679    269    68.82835   -25.94226   103.38612
 1680    269    68.92408   -25.94226   103.38612
 1681    269    69.01981   -25.94226   103.38612
 1682    269    69.11554   -25.94226   103.38612
 1669    270    64.36988   -24.51321    98.05285
 1670    270    64.46067   -24.51321    98.05285
 1671    270    64.55146   -24.51321    98.05285
 1672    270    64.64225   -24.51321    98.05285
 1673    270    64.73304   -24.51321    98.05285
 1674    270    64.82383   -24.51321    98.05285
 1675    270    64.91462   -24.51321    98.05285
 1677    270    65.09620   -24.51321    98.05285
 1678    270    65.18699   -24.51321    98.05285
 1679    270    65.27778   -24.51321    98.05285
 1680    270    65.36857   -24.51321    98.05285
 1681    270    65.45936   -24.51321    98.05285
 1682    270    65.55015   -24.51321    98.05285
 1668    271    61.12586   -23.22437    93.24283
 1669    271    61.21219   -23.22437    93.24283
 1670    271    61.29853   -23.22437    93.24283
 1671    271    61.38486   -23.22437    93.24283
 1672    271    61.47120   -23.22437    93.24283
 1673    271    61.55754   -23.22437    93.24283
 1674    271    61.64387   -23.22437    93.24283
 1677    271    61.90288   -23.22437    93.24283
 1678    271    61.98922   -23.22437    93.24283
 1679    271    62.07555   -23.22437    93.24283
 1680    271    62.16189   -23.22437    93.24283
 1681    271    62.24822   -23.22437    93.24283
 1682    271    62.33456   -23.22437    93.24283
 1668    272    58.26752   -22.05607    88.88266
 1669    272    58.34982   -22.05607    88.88266
 1670    272    58.43212   -22.05607    88.88266
 1671    272    58.51442   -22.05607    88.88266
 1672    272    58.59672   -22.05607    88.88266
 1673    272    58.67902   -22.05607    88.88266
 1674    272    58.76131   -22.05607    88.88266
 1675    272    58.84361   -22.05607    88.88266
 1676    272    58.92591   -22.05607    88.88266
 1677    272    59.00821   -22.05607    88.88266
 1678    272    59.09051   -22.05607    88.88266
 1679    272    59.17281   -22.05607    88.88266
 1680    272    59.25511   -22.05607    88.88266
 1681    272    59.33741   -22.05607    88.88266
 1709    272    61.64177   -22.05607    88.88266
 1710    272    61.72407   -22.05607    88.88266
 1711    272    61.80637   -22.05607    88.88266
 1712    272    61.88867   -22.05607    88.88266
 1669    273    55.74319   -20.99215    84.91205
 1670    273    55.82181   -20.99215    84.91205
 1671    273    55.90043   -20.99215    84.91205
 1672    273    55.97905   -20.99215    84.91205
 1673    273    56.05768   -20.99215    84.91205
 1674    273    56.13630   -20.99215    84.91205
 1675    273    56.21492   -20.99215    84.91205
 1676    273    56.29354   -20.99215    84.91205
 1677    273    56.37217   -20.99215    84.91205
 1678    273    56.45079   -20.99215    84.91205
 1679    273    56.52941   -20.99215    84.91205
 1680    273    56.60803   -20.99215    84.91205
 1681    273    56.68665   -20.99215    84.91205
 1708    273    58.80946   -20.99215    84.91205
 1709    273    58.88808   -20.99215    84.91205
 1710    273    58.96670   -20.99215    84.91205
 1711    273    59.04532   -20.99215    84.91205
 1712    273    59.12395   -20.99215    84.91205
 1713    273    59.20257   -20.99215    84.91205
 1669    274    53.35949   -20.01921    81.28102
 1670    274    53.43475   -20.01921    81.28102
 1671    274    53.51001   -20.01921    81.28102
 1672    274    53.58527   -20.01921    81.28102
 1673    274    53.66053   -20.01921    81.28102
 1674    274    53.73579   -20.01921    81.28102
 1675    274    53.81105   -20.01921    81.28102
 1676    274    53.88631   -20.01921    81.28102
 1677    274    53.96157   -20.01921    81.28102
 1678    274    54.03683   -20.01921    81.28102
 1679    274    54.11209   -20.01921    81.28102
 1680    274    54.18735   -20.01921    81.28102
 1681    274    54.26261   -20.01921    81.28102
 1707    274    56.21937   -20.01921    81.28102
 1708    274    56.29463   -20.01921    81.28102
 1709    274    56.36989   -20.01921    81.28102
 1710    274    56.44515   -20.01921    81.28102
 1711    274    56.52041   -20.01921    81.28102
 1712    274    56.59567   -20.01921    81.28102
 1713    274    56.67093   -20.01921    81.28102
 1714    274    56.74619   -20.01921    81.28102
 1757    274    59.98238   -20.01921    81.28102
 1758    274    60.05764   -20.01921    81.28102
 1759    274    60.13290   -20.01921    81.28102
 1670    275    51.24346   -19.12608    77.94780
 1671    275    51.31564   -19.12608    77.94780
 1672    275    51.38781   -19.12608    77.94780
 1673    275    51.45998   -19.12608    77.94780
 1674    275    51.53216   -19.12608    77.94780
 1675    275    51.60433   -19.12608    77.94780
 1676    275    51.67650   -19.12608    77.94780
 1677    275    51.74868   -19.12608    77.94780
 1678    275    51.82085   -19.12608    77.94780
 1679    275    51.89303   -19.12608    77.94780
 1680    275    51.96520   -19.12608    77.94780
 1707    275    53.91390   -19.12608    77.94780
 1708    275    53.98607   -19.12608    77.94780
 1709    275    54.05824   -19.12608    77.94780
 1710    275    54.13042   -19.12608    77.94780
 1711    275    54.20259   -19.12608    77.94780
 1712    275    54.27476   -19.12608    77.94780
 1713    275    54.34694   -19.12608    77.94780
 1714    275    54.41911   -19.12608    77.94780
 1715    275    54.49129   -19.12608    77.94780
 1745    275    56.65650   -19.12608    77.94780
 1746    275    56.72868   -19.12608    77.94780
 1747    275    56.80085   -19.12608    77.94780
 1748    275    56.87302   -19.12608    77.94780
 1749    275    56.94520   -19.12608    77.94780
 1750    275    57.01737   -19.12608    77.94780
 1756    275    57.45042   -19.12608    77.94780
 1757    275    57.52259   -19.12608    77.94780
 1758    275    57.59476   -19.12608    77.94780
 1759    275    57.66694   -19.12608    77.94780
 1760    275    57.73911   -19.12608    77.94780
 1672    276    49.36348   -18.30331    74.87719
 1673    276    49.43281   -18.30331    74.87719
 1674    276    49.50214   -18.30331    74.87719
 1675    276    49.57147   -18.30331    74.87719
 1676    276    49.64080   -18.30331    74.87719
 1677    276    49.71014   -18.30331    74.87719
 1678    276    49.77947   -18.30331    74.87719
 1679    276    49.84880   -18.30331    74.87719
 1706    276    51.72073   -18.30331    74.87719
 1707    276    51.79006   -18.30331    74.87719
 1708    276    51.85939   -18.30331    74.87719
 1709    276    51.92872   -18.30331    74.87719
 1710    276    51.99805   -18.30331    74.87719
 1711    276    52.06738   -18.30331    74.87719
 1712    276    52.13671   -18.30331    74.87719
 1713    276    52.20604   -18.30331    74.87719
 1714    276    52.27537   -18.30331    74.87719
 1715    276    52.34470   -18.30331    74.87719
 1744    276    54.35529   -18.30331    74.87719
 1745    276    54.42463   -18.30331    74.87719
 1746    276    54.49396   -18.30331    74.87719
 1747    276    54.56329   -18.30331    74.87719
 1748    276    54.63262   -18.30331    74.87719
 1749    276    54.70195   -18.30331    74.87719
 1750    276    54.77128   -18.30331    74.87719
 1751    276    54.84061   -18.30331    74.87719
 1756    276    55.18726   -18.30331    74.87719
 1757    276    55.25659   -18.30331    74.87719
 1758    276    55.32592   -18.30331    74.87719
 1759    276    55.39526   -18.30331    74.87719
 1760    276    55.46459   -18.30331    74.87719
 1761    276    55.53392   -18.30331    74.87719
 1706    277    49.76050   -17.54291    72.03934
 1707    277    49.82721   -17.54291    72.03934
 1708    277    49.89391   -17.54291    72.03934
 1709    277    49.96061   -17.54291    72.03934
 1710    277    50.02732   -17.54291    72.03934
 1711    277    50.09402   -17.54291    72.03934
 1712    277    50.16072   -17.54291    72.03934
 1713    277    50.22743   -17.54291    72.03934
 1714    277    50.29413   -17.54291    72.03934
 1715    277    50.36083   -17.54291    72.03934
 1743    277    52.22852   -17.54291    72.03934
 1744    277    52.29522   -17.54291    72.03934
 1745    277    52.36192   -17.54291    72.03934
 1746    277    52.42863   -17.54291    72.03934
 1747    277    52.49533   -17.54291    72.03934
 1748    277    52.56203   -17.54291    72.03934
 1749    277    52.62874   -17.54291    72.03934
 1750    277    52.69544   -17.54291    72.03934
 1751    277    52.76214   -17.54291    72.03934
 1756    277    53.09566   -17.54291    72.03934
 1757    277    53.16236   -17.54291    72.03934
 1759    277    53.29577   -17.54291    72.03934
 1760    277    53.36247   -17.54291    72.03934
 1761    277    53.42917   -17.54291    72.03934
 1762    277    53.49588   -17.54291    72.03934
 1706    278    47.94344   -16.83804    69.40873
 1707    278    48.00771   -16.83804    69.40873
 1708    278    48.07198   -16.83804    69.40873
 1709    278    48.13624   -16.83804    69.40873
 1710    278    48.20051   -16.83804    69.40873
 1712    278    48.32904   -16.83804    69.40873
 1713    278    48.39331   -16.83804    69.40873
